Student_ID,Gender,Age,State,City,College_Type,Degree_Stream,10th_Percentage,12th_Percentage,Graduation_Percentage,CGPA,Backlogs,Attendance,Internship,Internship_Months,Projects,Certifications,Aptitude_Score,Coding_Score,Communication_Score,Technical_Score,Mock_Interview_Score,Resume_Score,Company_Type,Placement_Package_LPA,Placement_Status
SP105487,Female,21,Maharashtra,Ahmedabad,Private,MCA,59,76,74,6.46,1,77,Yes,1,3,6,50,69,68,56,68,86,Service,2.5,Placed
SP105488,Female,24,Uttar Pradesh,Bhopal,Private,MBA,57,76,66,6.72,3,77,No,0,1,3,57,65,56,50,83,67,,0.0,Not Placed
SP105489,Female,22,Uttar Pradesh,Bengaluru,Government,BBA,61,94,84,9.69,3,89,Yes,7,5,5,76,68,76,46,79,87,Service,5.28,Placed
SP105490,Male,21,Maharashtra,Indore,Autonomous,BCA,63,67,77,8.05,4,73,No,0,6,6,71,33,51,49,61,47,,0.0,Not Placed
SP105491,Female,23,Madhya Pradesh,Mumbai,Private,BCA,65,70,78,7.74,4,90,Yes,1,3,4,83,58,57,67,68,71,Startup,3.52,Placed
SP105492,Male,24,Maharashtra,Ahmedabad,Government,MCA,50,59,82,6.95,2,86,No,0,3,4,54,56,90,51,56,67,,0.0,Not Placed
SP105493,Female,23,Tamil Nadu,Bhopal,Private,B.Sc,77,83,78,7.43,2,66,No,0,6,3,58,73,75,60,78,70,Startup,3.3,Placed
SP105494,Male,25,Delhi,Ahmedabad,Private,B.Tech,66,62,76,7.21,2,80,Yes,2,4,4,48,47,89,62,56,63,,0.0,Not Placed
SP105495,Male,23,Tamil Nadu,Pune,Private,B.Tech,67,67,62,5.0,5,81,No,0,4,4,74,30,55,52,47,44,,0.0,Not Placed
SP105496,Female,23,Uttar Pradesh,Indore,Government,B.Tech,76,66,70,8.61,3,82,Yes,6,4,7,66,68,73,54,50,86,Startup,2.5,Placed
SP105497,Male,22,Tamil Nadu,Bengaluru,Government,MCA,78,76,79,6.67,2,74,Yes,4,4,5,81,81,72,69,87,71,MNC,3.7,Placed
SP105498,Female,24,Delhi,Ahmedabad,Private,BCA,88,91,81,9.23,0,81,Yes,4,8,4,80,69,62,39,76,70,Service,4.2,Placed
SP105499,Female,25,Gujarat,Bengaluru,Private,B.Tech,74,92,64,9.0,0,78,No,0,2,7,94,66,56,76,93,72,Product,4.67,Placed
SP105500,Female,23,Gujarat,Jaipur,Private,BBA,75,70,69,6.22,5,80,No,0,3,0,75,72,65,69,53,70,,0.0,Not Placed
SP105501,Male,20,Uttar Pradesh,Pune,Private,BBA,76,78,67,7.99,2,79,Yes,4,4,8,65,59,47,75,67,70,Product,4.81,Placed
SP105502,Male,20,Madhya Pradesh,Delhi,Private,MCA,65,66,77,6.8,3,89,No,0,1,4,85,52,60,78,49,73,,0.0,Not Placed
SP105503,Male,25,Maharashtra,Chennai,Private,BCA,88,59,68,7.28,5,83,No,0,4,5,81,84,58,93,64,61,Service,8.12,Placed
SP105504,Male,21,Gujarat,Chennai,Private,BCA,84,52,70,5.86,4,73,No,0,4,4,65,37,80,81,67,55,,0.0,Not Placed
SP105505,Female,27,Madhya Pradesh,Lucknow,Private,BBA,89,87,68,6.64,3,80,No,0,6,9,87,79,99,73,69,93,Government,3.71,Placed
SP105506,Male,23,Maharashtra,Ahmedabad,Autonomous,B.Com,77,78,83,8.0,3,91,Yes,5,6,6,77,59,67,81,66,93,Service,2.98,Placed
SP105507,Female,21,Delhi,Delhi,Government,BBA,75,76,95,7.88,2,86,Yes,1,6,2,74,68,84,93,72,82,Service,6.63,Placed
SP105508,Male,25,Madhya Pradesh,Bhopal,Government,BCA,74,50,68,7.22,4,78,No,0,1,10,70,65,35,39,68,65,,0.0,Not Placed
SP105509,Male,24,Madhya Pradesh,Mumbai,Government,B.Com,74,86,77,7.77,2,66,Yes,3,6,5,64,64,81,51,64,76,Service,2.5,Placed
SP105510,Male,25,Uttar Pradesh,Delhi,Government,BCA,89,81,79,6.51,2,85,Yes,4,5,9,85,84,91,70,62,70,Product,5.74,Placed
SP105511,Male,23,Rajasthan,Indore,Private,B.Tech,72,55,57,7.66,3,86,No,0,3,6,52,70,63,62,47,51,,0.0,Not Placed
SP105512,Female,23,Delhi,Jaipur,Private,MCA,79,64,85,8.51,2,80,Yes,3,6,6,66,92,73,81,75,67,Service,4.93,Placed
SP105513,Female,22,Rajasthan,Mumbai,Private,MBA,81,81,87,8.94,3,91,No,0,5,9,76,81,77,84,60,57,MNC,7.84,Placed
SP105514,Female,24,Maharashtra,Pune,Private,B.Com,70,69,69,6.78,4,73,No,0,6,1,57,64,61,56,79,72,,0.0,Not Placed
SP105515,Female,22,Madhya Pradesh,Ahmedabad,Private,B.Sc,88,80,59,7.4,3,82,Yes,3,3,8,77,77,60,63,64,74,,0.0,Not Placed
SP105516,Female,26,Karnataka,Bhopal,Private,B.Com,69,84,87,5.0,4,77,Yes,5,3,5,65,35,61,55,52,68,,0.0,Not Placed
SP105517,Female,25,Karnataka,Jaipur,Government,B.Sc,84,83,92,9.24,0,73,Yes,9,4,7,78,46,78,91,76,66,Government,4.04,Placed
SP105518,Female,21,Karnataka,Delhi,Government,MCA,89,70,73,8.11,2,66,Yes,7,1,3,76,81,71,53,70,94,Product,5.67,Placed
SP105519,Male,25,Uttar Pradesh,Mumbai,Autonomous,BCA,75,75,89,8.55,1,81,Yes,9,4,7,77,60,65,88,63,60,MNC,6.91,Placed
SP105520,Male,25,Tamil Nadu,Delhi,Private,MBA,59,69,50,7.76,4,83,No,0,4,1,73,71,69,64,86,77,Service,5.04,Placed
SP105521,Male,22,Maharashtra,Indore,Private,B.Com,78,53,53,5.83,4,86,Yes,7,3,5,44,53,64,48,51,60,,0.0,Not Placed
SP105522,Male,24,Rajasthan,Jaipur,Private,BBA,84,81,68,7.46,3,75,No,0,5,5,68,54,96,76,89,90,Startup,3.02,Placed
SP105523,Male,26,Uttar Pradesh,Ahmedabad,Private,MCA,92,81,90,8.71,1,89,Yes,5,2,8,99,82,70,64,75,71,Product,5.94,Placed
SP105524,Male,24,Gujarat,Ahmedabad,Private,B.Com,78,71,77,7.45,0,69,Yes,5,4,3,83,86,74,65,70,71,Product,6.84,Placed
SP105525,Male,24,Uttar Pradesh,Ahmedabad,Autonomous,B.Com,78,80,85,8.93,2,83,No,0,7,4,62,83,87,34,57,72,MNC,3.35,Placed
SP105526,Female,24,Uttar Pradesh,Bhopal,Private,B.Sc,58,79,74,5.78,3,88,No,0,4,3,62,62,76,39,69,77,MNC,2.5,Placed
SP105527,Female,27,Maharashtra,Pune,Autonomous,BCA,76,98,73,8.54,2,87,No,0,6,3,47,69,65,68,53,82,Product,3.6,Placed
SP105528,Female,22,Uttar Pradesh,Delhi,Private,MCA,83,76,81,7.08,1,79,Yes,4,3,8,75,70,80,80,74,78,Startup,5.52,Placed
SP105529,Male,24,Karnataka,Bengaluru,Private,BCA,63,67,65,5.19,3,79,Yes,3,5,2,46,45,49,65,66,66,,0.0,Not Placed
SP105530,Male,22,Tamil Nadu,Indore,Private,BBA,87,65,76,8.48,1,94,Yes,6,7,4,63,68,71,95,79,87,MNC,4.8,Placed
SP105531,Male,24,Gujarat,Bengaluru,Private,B.Tech,75,65,79,5.7,4,85,No,0,4,6,51,71,54,70,66,59,,0.0,Not Placed
SP105532,Male,21,Karnataka,Lucknow,Government,BBA,75,84,85,9.77,4,89,Yes,1,6,5,70,81,85,73,40,67,Service,6.97,Placed
SP105533,Female,24,Uttar Pradesh,Lucknow,Private,B.Sc,89,71,80,9.79,3,79,No,0,4,3,66,80,94,51,58,76,MNC,7.38,Placed
SP105534,Male,24,Uttar Pradesh,Mumbai,Government,B.Tech,75,91,82,8.0,3,83,No,0,5,7,68,90,68,71,61,79,,0.0,Not Placed
SP105535,Male,25,Uttar Pradesh,Lucknow,Government,BBA,78,83,82,7.14,1,87,No,0,2,6,71,80,56,73,72,61,Product,5.24,Placed
SP105536,Male,23,Karnataka,Bhopal,Private,BCA,96,88,73,8.18,2,81,No,0,5,5,67,85,62,80,85,91,Startup,4.32,Placed
SP105537,Male,25,Madhya Pradesh,Bhopal,Private,BCA,91,57,70,5.39,5,91,No,0,7,7,66,54,60,53,60,77,,0.0,Not Placed
SP105538,Male,24,Karnataka,Bengaluru,Private,MCA,57,69,50,8.31,1,89,No,0,2,4,56,40,86,32,68,74,,0.0,Not Placed
SP105539,Male,24,Delhi,Bhopal,Government,BCA,65,74,74,7.08,2,90,No,0,1,5,57,44,68,41,70,53,Service,2.5,Placed
SP105540,Male,22,Delhi,Indore,Private,MBA,64,67,83,7.43,3,75,No,0,4,7,82,71,68,61,79,71,Product,3.98,Placed
SP105541,Male,22,Maharashtra,Delhi,Autonomous,B.Com,80,87,73,8.02,0,76,Yes,5,3,4,100,82,81,62,81,75,Startup,5.15,Placed
SP105542,Male,26,Delhi,Jaipur,Private,MCA,74,67,79,7.08,2,82,Yes,4,0,7,54,49,84,67,66,78,,0.0,Not Placed
SP105543,Female,22,Karnataka,Bhopal,Autonomous,B.Tech,64,66,53,7.4,4,73,Yes,1,4,2,53,43,66,57,40,87,,0.0,Not Placed
SP105544,Female,25,Madhya Pradesh,Indore,Private,B.Tech,63,73,62,9.66,2,72,Yes,5,2,9,86,70,49,62,56,56,Service,7.64,Placed
SP105545,Female,23,Delhi,Bengaluru,Private,B.Sc,80,92,79,7.25,1,82,Yes,6,5,6,64,68,77,97,71,89,Startup,7.95,Placed
SP105546,Male,24,Madhya Pradesh,Bengaluru,Private,MBA,60,56,83,5.61,3,93,No,0,3,4,57,58,91,86,53,52,,0.0,Not Placed
SP105547,Male,23,Rajasthan,Jaipur,Autonomous,B.Com,61,75,86,8.18,4,71,No,0,3,7,67,52,71,50,80,63,Product,2.5,Placed
SP105548,Male,25,Madhya Pradesh,Bengaluru,Autonomous,MBA,73,67,75,7.15,3,86,Yes,3,3,9,65,88,75,53,60,88,MNC,5.01,Placed
SP105549,Female,22,Tamil Nadu,Pune,Government,MBA,66,72,73,5.33,4,79,Yes,6,3,5,74,52,56,71,70,63,,0.0,Not Placed
SP105550,Female,23,Gujarat,Delhi,Private,B.Tech,81,82,85,7.65,2,89,No,0,5,5,84,79,83,71,73,61,Service,6.28,Placed
SP105551,Male,21,Karnataka,Ahmedabad,Private,B.Tech,68,55,56,6.15,2,70,No,0,3,7,82,81,85,50,59,49,,0.0,Not Placed
SP105552,Male,25,Tamil Nadu,Pune,Private,B.Com,77,73,65,7.23,3,76,Yes,3,2,4,63,75,60,43,80,73,Product,3.14,Placed
SP105553,Male,24,Maharashtra,Bengaluru,Private,B.Sc,50,67,54,5.0,5,65,Yes,1,2,6,60,55,35,49,59,45,,0.0,Not Placed
SP105554,Male,22,Maharashtra,Bengaluru,Government,B.Tech,58,71,59,7.88,2,71,Yes,1,4,5,72,59,65,56,68,71,MNC,2.51,Placed
SP105555,Female,21,Gujarat,Mumbai,Private,B.Tech,71,76,86,8.05,0,86,Yes,11,8,7,85,87,75,100,82,71,Product,9.99,Placed
SP105556,Female,23,Rajasthan,Delhi,Autonomous,BBA,79,87,84,7.92,1,93,Yes,5,5,1,63,75,63,72,63,72,MNC,4.08,Placed
SP105557,Male,24,Gujarat,Ahmedabad,Private,MBA,90,75,64,8.4,1,84,Yes,3,3,4,60,63,64,43,43,74,,0.0,Not Placed
SP105558,Male,24,Uttar Pradesh,Chennai,Government,B.Com,67,73,83,6.17,4,82,No,0,0,4,47,66,35,62,64,68,,0.0,Not Placed
SP105559,Male,22,Maharashtra,Delhi,Autonomous,B.Sc,73,86,80,9.24,1,83,Yes,7,6,6,61,74,79,78,71,88,Startup,6.43,Placed
SP105560,Female,24,Rajasthan,Pune,Private,B.Sc,67,69,56,7.08,2,87,Yes,7,5,6,64,68,85,66,74,68,Service,2.5,Placed
SP105561,Female,22,Tamil Nadu,Lucknow,Private,B.Sc,81,85,79,8.43,0,78,No,0,4,5,75,68,78,56,61,87,Startup,5.06,Placed
SP105562,Male,23,Delhi,Indore,Government,MCA,72,59,81,9.47,1,79,Yes,9,7,9,75,54,88,61,67,75,Product,4.09,Placed
SP105563,Female,25,Karnataka,Bhopal,Government,MBA,98,77,95,8.42,3,81,Yes,4,3,2,52,79,65,62,73,56,MNC,5.33,Placed
SP105564,Male,23,Madhya Pradesh,Bengaluru,Autonomous,MBA,72,72,75,8.5,2,78,Yes,4,1,5,65,58,44,68,63,82,,0.0,Not Placed
SP105565,Male,24,Uttar Pradesh,Mumbai,Government,BCA,61,62,74,6.34,4,78,No,0,5,7,55,38,70,37,79,73,,0.0,Not Placed
SP105566,Male,25,Rajasthan,Mumbai,Private,MBA,79,75,78,8.33,3,80,Yes,4,2,6,71,63,59,54,87,80,Product,3.22,Placed
SP105567,Male,24,Gujarat,Bhopal,Government,B.Sc,57,62,61,7.71,3,73,No,0,5,3,63,68,57,64,67,66,,0.0,Not Placed
SP105568,Female,20,Rajasthan,Bhopal,Autonomous,B.Tech,73,73,75,7.81,1,85,No,0,4,8,88,84,76,71,89,85,Product,7.54,Placed
SP105569,Female,26,Tamil Nadu,Delhi,Government,MBA,66,63,75,9.9,1,90,No,0,6,0,58,56,35,76,69,65,,0.0,Not Placed
SP105570,Female,24,Rajasthan,Mumbai,Autonomous,BCA,78,71,78,7.11,2,81,Yes,9,7,7,80,73,79,41,54,69,Service,4.29,Placed
SP105571,Male,23,Karnataka,Chennai,Government,B.Sc,72,56,78,6.59,3,63,No,0,2,3,73,80,69,64,42,83,,0.0,Not Placed
SP105572,Male,22,Madhya Pradesh,Pune,Private,MBA,75,79,81,5.32,3,95,Yes,7,1,4,70,46,60,71,74,70,Product,2.5,Placed
SP105573,Male,22,Tamil Nadu,Bengaluru,Autonomous,B.Tech,65,59,67,6.81,4,87,No,0,4,2,68,58,53,45,76,48,,0.0,Not Placed
SP105574,Male,22,Karnataka,Jaipur,Private,BCA,92,94,83,8.44,1,91,No,0,5,7,59,72,64,61,95,87,MNC,4.4,Placed
SP105575,Male,22,Gujarat,Ahmedabad,Autonomous,BCA,50,69,60,7.51,2,74,Yes,1,1,1,67,43,52,64,78,61,,0.0,Not Placed
SP105576,Female,24,Gujarat,Mumbai,Private,MBA,92,79,82,7.47,1,88,Yes,9,4,6,53,80,70,80,58,96,MNC,7.22,Placed
SP105577,Female,25,Maharashtra,Bhopal,Autonomous,BCA,66,76,72,9.34,2,86,Yes,3,3,5,86,72,100,63,61,75,Startup,5.51,Placed
SP105578,Female,20,Tamil Nadu,Ahmedabad,Private,BCA,74,61,66,5.0,5,65,No,0,1,1,85,55,65,59,59,59,,0.0,Not Placed
SP105579,Female,24,Delhi,Bhopal,Autonomous,MBA,67,60,74,5.52,2,79,No,0,3,0,66,49,84,40,44,74,,0.0,Not Placed
SP105580,Female,24,Gujarat,Bengaluru,Private,MBA,60,66,70,6.46,1,82,No,0,3,7,76,55,78,83,67,88,Service,2.5,Placed
SP105581,Female,25,Gujarat,Jaipur,Autonomous,BBA,61,69,61,7.12,4,81,No,0,1,2,75,69,71,83,75,68,Product,6.59,Placed
SP105582,Male,24,Rajasthan,Jaipur,Autonomous,B.Tech,84,98,95,6.67,1,92,Yes,8,7,7,79,69,99,78,89,69,MNC,4.16,Placed
SP105583,Male,20,Madhya Pradesh,Bhopal,Private,B.Tech,54,76,63,5.38,4,69,Yes,3,3,4,68,58,53,50,76,69,,0.0,Not Placed
SP105584,Female,24,Tamil Nadu,Bhopal,Government,BCA,65,80,72,8.56,3,83,No,0,2,4,66,65,65,68,68,50,Service,4.77,Placed
SP105585,Male,23,Madhya Pradesh,Delhi,Autonomous,BCA,89,89,73,8.15,1,72,Yes,5,6,3,95,74,55,50,56,61,Product,5.96,Placed
SP105586,Female,27,Gujarat,Delhi,Private,BCA,70,86,61,8.62,2,89,No,0,6,2,66,46,73,50,58,61,,0.0,Not Placed
SP105587,Male,26,Karnataka,Chennai,Autonomous,B.Tech,87,78,95,9.9,1,96,Yes,10,8,8,73,57,57,72,87,76,Product,6.16,Placed
SP105588,Male,22,Uttar Pradesh,Bhopal,Private,MCA,70,84,72,7.94,5,88,Yes,3,3,2,61,55,65,64,75,57,MNC,2.5,Placed
SP105589,Female,24,Gujarat,Bengaluru,Private,MCA,64,67,68,7.29,5,77,No,0,6,5,54,49,67,67,68,62,,0.0,Not Placed
SP105590,Male,24,Madhya Pradesh,Ahmedabad,Government,MCA,85,80,87,7.12,0,93,Yes,10,4,4,72,92,64,74,72,86,MNC,6.98,Placed
SP105591,Male,25,Delhi,Mumbai,Government,MBA,87,92,70,7.49,2,87,Yes,7,3,4,60,82,74,65,53,56,Startup,5.37,Placed
SP105592,Female,24,Tamil Nadu,Bengaluru,Private,MCA,81,66,63,6.46,4,78,No,0,4,6,63,32,69,30,53,44,,0.0,Not Placed
SP105593,Female,25,Gujarat,Ahmedabad,Government,B.Com,78,53,65,7.15,4,67,Yes,1,8,3,53,90,45,62,73,80,MNC,4.78,Placed
SP105594,Female,24,Rajasthan,Chennai,Private,MCA,51,77,69,9.21,3,85,No,0,4,2,61,40,67,54,67,60,,0.0,Not Placed
SP105595,Female,22,Madhya Pradesh,Bengaluru,Government,B.Com,67,60,79,7.34,3,60,Yes,5,3,6,66,61,79,76,45,67,,0.0,Not Placed
SP105596,Male,22,Madhya Pradesh,Bengaluru,Government,MCA,93,71,80,7.31,0,79,No,0,4,3,81,95,57,63,64,56,Startup,7.58,Placed
SP105597,Male,27,Tamil Nadu,Lucknow,Government,MCA,78,65,65,8.13,2,75,No,0,2,1,54,40,60,58,64,69,,0.0,Not Placed
SP105598,Male,23,Gujarat,Ahmedabad,Private,BBA,75,78,72,8.81,4,77,No,0,1,6,76,58,55,79,63,74,Startup,5.19,Placed
SP105599,Male,24,Uttar Pradesh,Indore,Private,MBA,76,79,70,6.45,5,71,No,0,4,5,66,43,64,47,69,61,,0.0,Not Placed
SP105600,Female,25,Delhi,Chennai,Autonomous,BCA,67,72,73,6.3,3,73,Yes,2,4,7,40,61,70,66,81,70,,0.0,Not Placed
SP105601,Male,25,Maharashtra,Bengaluru,Autonomous,MBA,66,59,59,7.92,0,62,Yes,3,6,2,96,84,74,54,54,83,MNC,5.29,Placed
SP105602,Female,24,Madhya Pradesh,Ahmedabad,Private,B.Tech,70,72,67,7.85,1,83,Yes,5,3,5,68,71,54,71,72,76,Service,6.82,Placed
SP105603,Female,25,Gujarat,Ahmedabad,Government,B.Tech,61,52,64,5.07,5,88,No,0,4,5,59,37,52,30,40,61,,0.0,Not Placed
SP105604,Male,23,Uttar Pradesh,Mumbai,Autonomous,MCA,72,67,67,5.0,3,69,No,0,5,4,70,100,62,50,71,61,Product,2.5,Placed
SP105605,Male,26,Maharashtra,Delhi,Private,B.Tech,88,75,95,6.98,1,71,No,0,5,3,77,54,91,72,56,75,Service,4.84,Placed
SP105606,Female,23,Tamil Nadu,Chennai,Private,B.Tech,91,90,77,9.04,1,82,Yes,8,8,5,76,71,85,77,62,75,Service,7.66,Placed
SP105607,Female,26,Tamil Nadu,Chennai,Autonomous,BCA,77,87,83,9.43,2,66,No,0,6,5,90,93,91,83,69,83,MNC,7.17,Placed
SP105608,Female,22,Delhi,Bhopal,Autonomous,B.Tech,68,62,73,5.0,5,60,Yes,1,4,3,59,60,37,38,40,53,,0.0,Not Placed
SP105609,Male,21,Rajasthan,Bhopal,Autonomous,MBA,54,63,50,7.38,5,76,No,0,2,1,74,51,63,57,67,50,,0.0,Not Placed
SP105610,Female,23,Karnataka,Mumbai,Autonomous,MBA,82,62,76,7.4,4,68,Yes,4,2,4,84,55,76,91,67,62,,0.0,Not Placed
SP105611,Male,24,Tamil Nadu,Bhopal,Private,B.Com,73,89,76,6.39,4,77,No,0,0,4,62,62,85,80,70,67,,0.0,Not Placed
SP105612,Male,21,Madhya Pradesh,Pune,Government,BCA,74,67,70,8.95,1,83,Yes,3,6,5,82,71,83,77,74,58,Startup,5.95,Placed
SP105613,Female,23,Madhya Pradesh,Bhopal,Government,B.Tech,82,73,89,9.69,0,82,Yes,7,2,5,82,74,79,100,94,82,Government,11.42,Placed
SP105614,Female,24,Rajasthan,Ahmedabad,Government,B.Tech,70,59,53,5.98,3,77,No,0,5,9,53,69,64,58,73,58,,0.0,Not Placed
SP105615,Female,23,Delhi,Jaipur,Private,BBA,71,61,59,7.19,0,93,Yes,5,3,8,93,93,73,82,77,67,Startup,6.52,Placed
SP105616,Female,25,Rajasthan,Lucknow,Autonomous,MCA,70,82,74,7.15,3,77,Yes,6,2,4,72,64,80,62,66,92,,0.0,Not Placed
SP105617,Male,24,Tamil Nadu,Indore,Private,MCA,73,67,60,8.75,2,79,No,0,2,2,57,57,59,63,64,55,MNC,4.54,Placed
SP105618,Female,25,Delhi,Pune,Private,B.Com,68,73,68,6.06,5,69,No,0,5,3,72,49,35,38,51,73,,0.0,Not Placed
SP105619,Female,21,Delhi,Chennai,Private,B.Sc,57,78,58,5.0,3,87,Yes,1,3,7,72,56,77,78,59,66,,0.0,Not Placed
SP105620,Female,24,Madhya Pradesh,Bhopal,Private,B.Sc,94,98,90,7.98,0,82,Yes,6,5,9,81,78,72,61,83,77,MNC,3.08,Placed
SP105621,Female,22,Uttar Pradesh,Pune,Government,B.Tech,84,63,70,8.38,2,75,Yes,3,8,6,65,59,57,64,71,76,Service,4.01,Placed
SP105622,Male,25,Delhi,Mumbai,Government,MCA,86,81,72,8.69,0,87,Yes,4,3,8,67,90,66,86,65,71,Product,8.63,Placed
SP105623,Male,24,Madhya Pradesh,Delhi,Government,BCA,85,84,67,9.19,2,77,Yes,8,8,4,96,52,71,66,83,81,Product,6.93,Placed
SP105624,Female,22,Delhi,Jaipur,Government,MCA,83,71,73,8.85,3,85,No,0,5,3,82,75,73,43,80,64,MNC,2.5,Placed
SP105625,Male,26,Gujarat,Jaipur,Government,B.Tech,78,85,73,9.9,0,83,Yes,8,5,2,80,71,85,96,72,90,Startup,8.45,Placed
SP105626,Female,22,Karnataka,Jaipur,Autonomous,B.Tech,60,78,77,7.88,0,92,No,0,7,7,89,74,81,72,69,63,Product,5.63,Placed
SP105627,Female,20,Delhi,Ahmedabad,Autonomous,B.Tech,64,66,83,7.63,3,87,Yes,2,5,5,80,89,82,79,71,65,MNC,5.32,Placed
SP105628,Male,22,Tamil Nadu,Bhopal,Autonomous,BBA,82,72,75,5.0,3,81,Yes,4,3,3,60,51,80,87,51,90,Product,2.5,Placed
SP105629,Female,24,Rajasthan,Bengaluru,Autonomous,BCA,66,70,73,7.64,2,86,Yes,5,3,5,50,58,54,43,89,69,MNC,2.5,Placed
SP105630,Male,24,Tamil Nadu,Bhopal,Private,B.Tech,90,54,84,8.56,3,82,No,0,4,5,83,87,76,76,71,65,,0.0,Not Placed
SP105631,Male,25,Maharashtra,Pune,Private,MBA,83,76,62,8.61,4,83,Yes,4,4,7,67,63,73,61,69,59,Product,3.61,Placed
SP105632,Male,24,Delhi,Indore,Private,B.Tech,77,70,65,7.79,1,86,Yes,6,4,6,72,83,64,72,74,68,Product,6.1,Placed
SP105633,Female,24,Tamil Nadu,Bengaluru,Private,B.Tech,85,63,86,6.31,1,84,Yes,2,0,4,66,52,85,56,59,73,Startup,2.5,Placed
SP105634,Female,23,Rajasthan,Delhi,Autonomous,B.Tech,50,69,68,6.14,4,89,Yes,1,3,1,67,57,72,57,72,79,,0.0,Not Placed
SP105635,Male,25,Karnataka,Pune,Government,MBA,72,62,72,6.02,4,72,Yes,1,3,3,62,46,69,55,61,75,,0.0,Not Placed
SP105636,Female,22,Rajasthan,Delhi,Private,B.Com,85,91,77,6.67,2,89,Yes,6,6,7,55,60,91,96,93,73,MNC,2.5,Placed
SP105637,Male,23,Delhi,Pune,Private,BCA,88,93,84,9.9,0,99,Yes,7,7,8,73,92,75,84,97,72,MNC,8.72,Placed
SP105638,Female,22,Karnataka,Chennai,Private,BCA,67,55,59,8.78,3,72,No,0,5,3,72,65,70,69,63,59,Service,3.71,Placed
SP105639,Female,22,Uttar Pradesh,Bengaluru,Private,B.Tech,51,56,76,5.0,4,78,No,0,3,4,53,52,50,44,44,40,,0.0,Not Placed
SP105640,Female,27,Maharashtra,Mumbai,Private,BCA,71,83,72,9.76,2,84,Yes,5,3,6,74,54,61,70,78,75,MNC,5.66,Placed
SP105641,Male,21,Gujarat,Lucknow,Private,MBA,72,59,71,7.68,4,84,No,0,5,2,57,65,62,58,54,53,,0.0,Not Placed
SP105642,Female,25,Madhya Pradesh,Lucknow,Private,B.Com,76,86,83,9.1,2,77,No,0,4,8,81,38,61,65,88,52,Startup,2.7,Placed
SP105643,Male,23,Delhi,Jaipur,Private,B.Com,68,73,70,7.62,2,93,Yes,4,7,2,64,64,72,66,63,76,,0.0,Not Placed
SP105644,Male,24,Rajasthan,Pune,Private,B.Sc,72,82,78,7.63,3,80,Yes,4,3,7,89,63,68,73,84,72,MNC,4.77,Placed
SP105645,Female,24,Delhi,Bhopal,Government,MBA,82,63,79,8.89,2,93,Yes,3,4,4,75,51,63,51,61,78,Service,2.5,Placed
SP105646,Female,24,Uttar Pradesh,Indore,Autonomous,BBA,73,71,67,7.38,3,82,Yes,1,4,4,80,67,69,66,44,68,,0.0,Not Placed
SP105647,Male,25,Uttar Pradesh,Delhi,Private,B.Sc,76,80,80,7.98,0,100,Yes,6,2,4,58,70,70,79,65,86,Product,5.2,Placed
SP105648,Female,23,Uttar Pradesh,Bhopal,Government,MBA,84,78,64,7.31,4,75,Yes,4,0,5,72,68,56,65,51,71,,0.0,Not Placed
SP105649,Male,25,Uttar Pradesh,Jaipur,Private,B.Com,87,98,76,9.62,1,86,Yes,7,5,5,74,84,61,65,83,91,Product,6.33,Placed
SP105650,Male,22,Uttar Pradesh,Indore,Private,BCA,65,55,62,7.5,4,83,No,0,4,7,55,55,59,72,63,86,,0.0,Not Placed
SP105651,Male,22,Rajasthan,Chennai,Private,B.Tech,84,86,79,8.52,2,68,No,0,6,5,68,48,78,81,71,68,MNC,3.59,Placed
SP105652,Female,23,Rajasthan,Lucknow,Private,B.Tech,63,73,83,7.1,4,74,No,0,4,0,55,80,61,64,61,57,MNC,3.73,Placed
SP105653,Male,24,Tamil Nadu,Mumbai,Autonomous,B.Com,79,93,82,7.9,2,82,Yes,6,4,7,74,73,53,82,74,72,MNC,6.58,Placed
SP105654,Male,24,Tamil Nadu,Pune,Government,B.Com,77,78,66,6.96,3,88,No,0,4,2,61,33,41,54,71,68,,0.0,Not Placed
SP105655,Female,25,Rajasthan,Ahmedabad,Private,B.Sc,76,75,72,5.49,3,81,No,0,3,4,44,52,64,56,59,50,,0.0,Not Placed
SP105656,Male,27,Uttar Pradesh,Chennai,Government,BBA,75,92,76,8.47,0,83,Yes,2,3,6,81,84,58,69,78,79,Service,6.25,Placed
SP105657,Female,26,Gujarat,Jaipur,Autonomous,B.Tech,91,71,61,7.98,2,92,Yes,7,3,2,65,69,66,62,76,89,,0.0,Not Placed
SP105658,Male,22,Karnataka,Chennai,Government,B.Tech,81,55,90,9.44,5,82,No,0,7,2,70,67,57,87,62,66,MNC,7.47,Placed
SP105659,Male,26,Maharashtra,Delhi,Private,BBA,75,59,72,7.39,5,80,Yes,4,2,3,63,45,79,50,68,53,,0.0,Not Placed
SP105660,Male,20,Karnataka,Bhopal,Private,B.Tech,76,68,70,7.21,3,87,Yes,4,7,3,94,69,62,62,61,63,Service,4.68,Placed
SP105661,Male,21,Maharashtra,Chennai,Autonomous,B.Com,74,85,70,8.64,2,83,No,0,6,5,57,80,84,70,92,66,Startup,4.43,Placed
SP105662,Male,27,Maharashtra,Indore,Autonomous,MCA,77,72,78,7.01,3,74,Yes,4,2,2,76,56,84,75,71,72,MNC,2.5,Placed
